code	date	gender	0_to_4	10_to_14	15_to_19	20_to_24	25_to_29	30_to_34	35_to_39	40_to_44	45_to_49	50_to_54	55_to_59	5_to_9	60_to_64	65_to_69	70_to_74	75_to_79	80_to_84	85_to_89	90+
E12000004	2020-06-03	maleCases	32	59	95	274	335	419	430	395	504	552	547	66	498	403	494	582	666	646	446
E12000005	2020-06-03	maleCases	56	52	96	287	472	443	477	519	616	702	749	53	635	623	764	892	1009	910	643
E12000006	2020-06-03	maleCases	53	62	98	219	435	501	464	533	660	729	676	60	643	561	651	744	865	844	678
E12000007	2020-06-03	maleCases	111	68	120	303	747	918	906	980	1217	1360	1483	61	1398	1108	1151	1203	1293	1045	695
E12000008	2020-06-03	maleCases	82	106	156	359	608	754	721	823	970	1023	910	79	849	701	878	959	1149	1077	859
E12000009	2020-06-03	maleCases	17	29	62	153	230	296	261	277	361	393	426	20	331	322	327	422	457	422	371
E92000001	2020-06-03	maleCases	467	574	1028	2733	4815	5329	5060	5393	6573	7494	7513	522	6626	5535	6377	7229	8347	7424	5404
E12000001	2020-06-04	maleCases	12	17	52	177	291	285	242	285	342	427	453	22	399	273	360	391	512	490	303
E12000002	2020-06-04	maleCases	52	104	177	476	836	860	809	841	1033	1223	1301	90	1102	945	1108	1269	1502	1264	789
E12000003	2020-06-04	maleCases	28	69	148	381	645	571	541	536	679	870	783	68	637	523	586	716	831	678	571
E12000004	2020-06-04	maleCases	35	60	96	275	340	419	440	399	508	553	554	66	500	404	497	586	670	650	448
E12000005	2020-06-04	maleCases	56	53	96	289	478	446	484	523	622	705	752	53	636	624	768	895	1020	913	647
E12000006	2020-06-04	maleCases	54	62	100	221	435	504	464	534	661	732	679	60	646	563	655	746	868	846	682
E12000007	2020-06-04	maleCases	111	68	122	304	748	919	908	984	1218	1362	1485	62	1399	1109	1155	1204	1293	1046	696
E12000008	2020-06-04	maleCases	83	107	157	360	612	756	725	825	973	1025	913	83	853	704	879	962	1155	1080	863
E12000009	2020-06-04	maleCases	18	30	62	156	230	297	262	278	365	396	427	22	332	322	328	425	460	423	374
E92000001	2020-06-04	maleCases	476	580	1041	2763	4859	5357	5100	5418	6603	7526	7548	532	6649	5550	6407	7255	8383	7444	5426
E12000001	2020-06-05	maleCases	12	17	53	177	291	285	243	286	342	427	458	22	399	276	360	393	512	491	303
E12000002	2020-06-05	maleCases	54	106	181	483	842	862	814	844	1040	1233	1305	91	1105	947	1112	1272	1506	1269	792
E12000003	2020-06-05	maleCases	28	69	151	386	649	584	548	540	685	872	789	69	640	523	586	718	836	678	572
E12000004	2020-06-05	maleCases	35	61	96	278	341	425	444	404	515	557	561	67	502	409	497	587	675	651	449
E12000005	2020-06-05	maleCases	60	55	97	291	481	453	486	525	623	710	753	53	638	624	769	897	1021	915	651
E12000006	2020-06-05	maleCases	54	63	100	225	439	504	465	535	667	733	681	60	647	565	655	748	872	849	684
E12000007	2020-06-05	maleCases	113	68	122	304	749	920	909	984	1220	1362	1485	62	1401	1110	1157	1204	1298	1047	696
E12000008	2020-06-05	maleCases	83	108	158	362	616	761	729	826	978	1028	918	84	856	705	883	965	1160	1084	867
E12000009	2020-06-05	maleCases	18	30	66	156	231	298	264	280	365	396	428	22	332	322	329	425	460	427	375
E92000001	2020-06-05	maleCases	485	588	1055	2786	4885	5393	5127	5437	6638	7551	7579	536	6665	5564	6419	7270	8413	7465	5442
E12000001	2020-06-06	maleCases	12	17	53	177	291	287	243	286	344	428	458	22	399	277	361	394	512	492	303
E12000002	2020-06-06	maleCases	55	108	182	484	847	874	818	848	1048	1238	1309	92	1105	949	1113	1274	1508	1270	793
E12000003	2020-06-06	maleCases	29	69	154	389	656	589	549	543	685	878	792	69	642	526	587	719	837	679	573
E12000004	2020-06-06	maleCases	35	61	96	283	346	430	448	410	516	561	562	69	506	411	500	588	677	652	451
E12000005	2020-06-06	maleCases	60	56	100	296	482	457	487	527	625	712	753	54	639	625	770	898	1025	915	652
E12000006	2020-06-06	maleCases	55	63	101	225	439	507	467	538	667	736	686	61	651	567	656	752	875	852	685
E12000007	2020-06-06	maleCases	114	70	125	304	752	921	910	987	1222	1362	1487	62	1402	1111	1158	1205	1299	1047	696
E12000008	2020-06-06	maleCases	83	110	158	365	618	763	731	829	980	1028	923	84	858	709	883	967	1161	1084	870
E12000009	2020-06-06	maleCases	18	32	69	157	231	298	265	281	365	398	428	22	332	322	329	426	460	428	376
E92000001	2020-06-06	maleCases	489	597	1069	2805	4908	5427	5143	5462	6656	7574	7599	541	6679	5580	6428	7284	8428	7474	5452
E12000001	2020-06-07	maleCases	12	17	53	178	292	287	243	286	345	428	459	22	400	277	361	394	512	493	303
E12000002	2020-06-07	maleCases	55	108	184	488	855	879	820	853	1051	1241	1315	92	1107	950	1117	1279	1510	1275	794
E12000003	2020-06-07	maleCases	29	72	156	399	666	595	557	550	685	879	796	69	646	527	589	722	844	681	573
E12000004	2020-06-07	maleCases	35	64	97	287	349	434	454	418	520	565	567	72	511	413	504	590	679	655	451
E12000005	2020-06-07	maleCases	60	56	102	296	485	459	488	530	628	715	754	54	640	627	770	900	1026	916	652
E12000006	2020-06-07	maleCases	56	63	102	225	441	509	467	539	668	738	687	61	651	568	657	754	878	853	688
E12000007	2020-06-07	maleCases	115	70	125	306	753	922	911	987	1225	1365	1487	63	1404	1113	1158	1207	1300	1047	697
E12000008	2020-06-07	maleCases	84	110	158	366	620	765	735	831	981	1028	926	84	859	710	886	967	1164	1088	872
E12000009	2020-06-07	maleCases	18	32	69	157	231	298	265	282	365	398	429	22	332	322	330	426	461	428	377
E92000001	2020-06-07	maleCases	492	603	1077	2827	4938	5450	5165	5491	6673	7590	7621	546	6696	5590	6443	7300	8448	7491	5460
E12000001	2020-06-08	maleCases	12	17	53	179	293	290	243	286	347	428	460	22	400	279	361	396	512	494	305
E12000002	2020-06-08	maleCases	55	111	185	493	856	884	827	857	1056	1244	1323	95	1111	952	1121	1282	1514	1280	797
E12000003	2020-06-08	maleCases	31	75	158	409	675	600	559	554	691	884	800	72	650	529	590	722	848	685	575
E12000004	2020-06-08	maleCases	36	65	99	295	355	442	461	422	532	574	575	73	515	414	506	592	682	658	452
E12000005	2020-06-08	maleCases	61	56	103	299	486	460	493	533	632	717	755	55	643	629	776	900	1026	920	653
E12000006	2020-06-08	maleCases	56	63	103	226	444	510	470	544	671	741	689	62	655	569	658	754	879	855	691
E12000007	2020-06-08	maleCases	115	72	127	307	755	925	912	989	1225	1367	1489	63	1405	1114	1159	1209	1304	1050	698
E12000008	2020-06-08	maleCases	86	111	158	369	623	768	738	832	986	1031	928	84	862	711	886	973	1172	1088	874
E12000009	2020-06-08	maleCases	18	32	69	157	231	301	265	283	366	400	431	22	332	322	330	426	461	428	378
E92000001	2020-06-08	maleCases	498	613	1086	2859	4964	5483	5193	5515	6711	7619	7651	555	6719	5603	6458	7315	8472	7513	5476
E12000001	2020-06-09	maleCases	14	17	53	180	294	291	245	288	350	428	461	22	400	281	362	397	515	494	305
E12000002	2020-06-09	maleCases	58	114	191	497	864	892	837	863	1063	1249	1326	95	1117	958	1125	1284	1518	1282	802
E12000003	2020-06-09	maleCases	33	75	160	420	680	608	561	558	697	891	808	72	652	530	594	726	851	685	576
E12000004	2020-06-09	maleCases	37	70	104	301	359	450	473	427	537	577	588	75	521	418	507	594	686	659	453
E12000005	2020-06-09	maleCases	61	56	104	302	494	463	495	537	633	718	758	57	646	630	776	900	1030	922	656
E12000006	2020-06-09	maleCases	56	64	105	228	447	510	473	547	674	743	694	62	657	574	661	757	886	857	695
E12000007	2020-06-09	maleCases	115	72	127	308	757	926	918	993	1229	1370	1490	63	1408	1117	1159	1212	1305	1053	700
E12000008	2020-06-09	maleCases	86	112	160	371	627	770	741	835	988	1031	933	84	866	711	889	978	1178	1090	876
E12000009	2020-06-09	maleCases	18	32	69	158	232	302	265	284	367	400	431	23	333	322	330	426	461	428	379
E92000001	2020-06-09	maleCases	506	623	1104	2890	5000	5515	5233	5547	6743	7640	7690	560	6746	5625	6474	7335	8504	7525	5495
E12000001	2020-06-10	maleCases	14	17	53	180	294	292	246	288	351	433	461	23	402	281	362	400	517	495	305
E12000002	2020-06-10	maleCases	60	116	192	503	870	902	843	868	1069	1256	1330	95	1123	961	1129	1288	1523	1287	807
E12000003	2020-06-10	maleCases	35	78	162	429	691	624	568	564	705	891	820	73	655	535	598	729	853	688	577
E12000004	2020-06-10	maleCases	40	73	106	308	368	457	481	432	542	583	590	77	526	419	510	598	690	662	454
E12000005	2020-06-10	maleCases	61	58	104	303	496	464	496	541	635	723	759	58	652	632	778	902	1032	924	660
E12000006	2020-06-10	maleCases	57	65	107	228	448	514	473	550	676	744	695	64	662	576	664	761	894	862	701
E12000007	2020-06-10	maleCases	115	72	127	309	760	929	919	995	1229	1372	1493	63	1412	1120	1160	1212	1305	1055	700
E12000008	2020-06-10	maleCases	87	115	161	374	629	775	745	836	991	1033	936	86	867	711	890	982	1181	1097	881
E12000009	2020-06-10	maleCases	18	32	69	158	232	302	265	285	367	400	431	23	333	322	330	428	461	429	379
E92000001	2020-06-10	maleCases	515	637	1112	2917	5035	5562	5262	5575	6770	7668	7716	569	6778	5641	6492	7361	8530	7554	5517
E12000001	2020-06-11	maleCases	14	17	53	180	295	293	246	288	351	434	462	23	402	281	362	400	517	496	305
E12000002	2020-06-11	maleCases	61	117	193	509	876	906	849	870	1073	1258	1338	95	1130	963	1132	1291	1530	1289	810
E12000003	2020-06-11	maleCases	36	86	164	439	701	633	579	571	711	895	826	74	655	537	599	731	856	693	578
E12000004	2020-06-11	maleCases	42	74	107	312	373	466	488	444	548	589	596	79	533	420	512	601	692	668	457
E12000005	2020-06-11	maleCases	61	58	106	303	497	467	498	546	642	726	763	58	659	634	779	903	1034	926	661
E12000006	2020-06-11	maleCases	57	66	108	228	450	514	474	552	677	745	698	64	664	579	666	764	894	864	705
E12000007	2020-06-11	maleCases	115	72	127	313	760	929	921	998	1229	1376	1495	63	1413	1123	1160	1212	1306	1056	701
E12000008	2020-06-11	maleCases	87	115	162	375	634	780	750	840	994	1038	940	86	869	712	896	982	1183	1102	883
E12000009	2020-06-11	maleCases	18	33	69	158	232	302	265	286	367	400	432	23	333	322	330	430	462	429	379
E92000001	2020-06-11	maleCases	519	649	1120	2943	5065	5593	5296	5611	6797	7694	7751	572	6804	5657	6507	7375	8548	7578	5532
E12000001	2020-06-12	maleCases	14	18	53	181	295	293	246	289	354	434	462	23	402	282	363	401	518	497	306
E12000002	2020-06-12	maleCases	61	117	196	511	881	913	854	873	1079	1269	1340	96	1136	966	1135	1294	1534	1293	812
E12000003	2020-06-12	maleCases	39	87	167	451	708	649	595	584	723	902	831	76	657	539	602	734	858	697	578
E12000004	2020-06-12	maleCases	43	74	113	315	383	478	497	450	552	596	600	83	536	421	517	608	693	671	460
E12000005	2020-06-12	maleCases	61	59	106	306	501	470	499	548	645	729	764	60	660	635	781	906	1037	927	661
E12000006	2020-06-12	maleCases	57	67	108	228	451	517	477	555	679	745	700	64	666	581	667	769	895	865	706
E12000007	2020-06-12	maleCases	115	73	129	315	763	932	923	1002	1230	1379	1496	64	1414	1125	1162	1213	1306	1056	701
E12000008	2020-06-12	maleCases	88	117	162	378	637	781	755	844	995	1041	941	87	871	713	897	984	1184	1107	884
E12000009	2020-06-12	maleCases	18	33	69	158	233	304	266	287	367	401	432	23	335	322	330	430	462	429	379
E92000001	2020-06-12	maleCases	524	656	1134	2969	5099	5641	5338	5648	6829	7730	7767	583	6823	5670	6525	7400	8561	7597	5540
E12000001	2020-06-13	maleCases	14	19	53	183	296	294	250	289	354	434	465	23	404	284	364	401	518	497	308
E12000002	2020-06-13	maleCases	61	118	198	512	885	919	855	876	1083	1274	1342	100	1137	971	1138	1298	1535	1294	814
E12000003	2020-06-13	maleCases	42	91	168	455	718	657	603	589	729	911	839	78	665	542	602	735	861	699	578
E12000004	2020-06-13	maleCases	43	76	116	317	386	480	502	452	556	605	604	83	544	425	522	608	697	672	462
E12000005	2020-06-13	maleCases	61	59	108	308	503	474	502	551	650	733	766	61	663	639	782	908	1038	929	661
E12000006	2020-06-13	maleCases	57	67	109	228	454	519	481	557	680	746	702	64	668	582	669	770	897	870	710
E12000007	2020-06-13	maleCases	115	74	130	315	766	933	926	1004	1233	1379	1497	65	1415	1126	1162	1215	1306	1056	701
E12000008	2020-06-13	maleCases	91	117	163	383	640	787	758	844	995	1042	943	88	873	713	897	985	1187	1109	884
E12000009	2020-06-13	maleCases	18	33	69	159	233	305	268	289	367	401	433	23	335	323	330	430	462	429	379
E92000001	2020-06-13	maleCases	530	665	1145	2986	5128	5673	5371	5667	6852	7759	7792	592	6850	5691	6537	7411	8575	7610	5550
E12000001	2020-06-14	maleCases	14	19	53	184	296	295	250	289	354	434	466	23	407	284	364	401	518	497	310
E12000002	2020-06-14	maleCases	62	118	200	516	890	929	861	879	1085	1278	1345	100	1138	975	1142	1299	1541	1294	817
E12000003	2020-06-14	maleCases	44	94	170	459	728	665	611	596	735	914	847	78	672	546	602	736	864	699	578
E12000004	2020-06-14	maleCases	43	79	119	321	390	485	508	459	566	614	614	84	544	425	524	609	697	674	464
E12000005	2020-06-14	maleCases	61	59	110	311	507	477	504	554	654	736	769	61	664	640	782	908	1040	931	663
E12000006	2020-06-14	maleCases	58	68	109	228	456	520	484	559	680	747	705	65	670	583	672	773	901	873	710
E12000007	2020-06-14	maleCases	116	74	130	315	766	937	929	1004	1233	1379	1498	65	1416	1126	1162	1215	1306	1056	701
E12000008	2020-06-14	maleCases	93	119	163	384	641	790	758	845	997	1046	944	90	873	714	897	987	1192	1112	885
E12000009	2020-06-14	maleCases	18	33	69	159	234	305	268	290	367	402	433	23	336	323	330	431	462	429	379
E92000001	2020-06-14	maleCases	537	674	1154	3003	5155	5708	5399	5691	6877	7784	7822	596	6866	5702	6546	7420	8595	7620	5560
E12000001	2020-06-15	maleCases	14	19	55	186	297	295	250	290	354	435	468	23	408	284	367	401	518	497	310
E12000002	2020-06-15	maleCases	62	118	201	520	895	932	866	883	1093	1283	1349	103	1142	980	1144	1304	1546	1300	818
E12000003	2020-06-15	maleCases	45	95	173	467	741	671	622	601	739	927	854	80	678	546	604	737	865	701	579
E12000004	2020-06-15	maleCases	44	80	122	327	396	490	517	467	573	622	618	85	546	430	526	611	701	676	465
E12000005	2020-06-15	maleCases	62	60	110	311	510	481	508	558	659	739	771	62	665	644	782	910	1043	934	664
E12000006	2020-06-15	maleCases	60	68	110	230	458	528	485	562	685	749	709	65	671	586	674	776	906	875	712
E12000007	2020-06-15	maleCases	116	74	130	318	768	940	931	1005	1234	1379	1501	65	1417	1127	1162	1216	1306	1056	701
E12000008	2020-06-15	maleCases	93	119	168	384	644	796	761	846	1002	1049	945	90	877	716	898	993	1192	1114	887
E12000009	2020-06-15	maleCases	18	33	69	160	235	305	268	291	367	404	433	23	336	324	330	434	464	431	380
E92000001	2020-06-15	maleCases	542	677	1169	3030	5191	5743	5434	5720	6912	7821	7849	604	6887	5723	6558	7443	8615	7639	5569
E12000001	2020-06-16	maleCases	14	19	56	187	299	295	250	290	354	435	469	23	409	284	367	401	519	497	310
E12000002	2020-06-16	maleCases	63	119	201	525	904	938	872	895	1100	1288	1354	105	1146	985	1148	1308	1552	1306	821
E12000003	2020-06-16	maleCases	45	101	179	475	750	677	626	615	745	930	858	83	684	554	611	738	869	706	579
E12000004	2020-06-16	maleCases	47	81	124	335	406	497	524	470	579	626	619	88	550	434	529	614	706	679	469
E12000005	2020-06-16	maleCases	62	60	112	312	515	483	512	562	663	741	773	63	669	646	784	912	1045	935	664
E12000006	2020-06-16	maleCases	60	70	112	231	462	529	487	569	688	750	713	66	673	586	677	778	911	878	712
E12000007	2020-06-16	maleCases	116	74	130	319	769	945	933	1006	1236	1380	1504	65	1422	1127	1162	1216	1306	1056	701
E12000008	2020-06-16	maleCases	95	119	168	384	646	800	762	848	1004	1051	945	90	877	719	900	996	1194	1118	887
E12000009	2020-06-16	maleCases	18	33	69	160	235	307	269	291	368	404	433	23	336	324	330	435	464	431	381
E92000001	2020-06-16	maleCases	548	687	1182	3055	5233	5777	5462	5763	6944	7840	7870	614	6913	5745	6579	7459	8640	7662	5577
E12000001	2020-06-17	maleCases	14	20	57	187	300	295	251	291	354	437	469	23	409	284	367	401	522	497	310
E12000002	2020-06-17	maleCases	65	122	202	530	913	945	879	902	1107	1291	1358	106	1150	990	1150	1311	1552	1307	822
E12000003	2020-06-17	maleCases	46	103	186	482	756	691	639	622	749	942	867	84	686	558	613	740	873	710	581
E12000004	2020-06-17	maleCases	48	81	131	346	414	506	529	474	583	633	625	89	556	437	530	617	709	679	469
E12000005	2020-06-17	maleCases	62	60	114	314	519	484	515	564	665	743	773	65	669	650	787	913	1047	935	664
E12000006	2020-06-17	maleCases	60	71	113	231	465	531	491	572	691	751	715	67	673	586	677	778	913	883	714
E12000007	2020-06-17	maleCases	116	75	130	319	771	948	935	1007	1237	1380	1506	65	1422	1129	1164	1219	1307	1056	702
E12000008	2020-06-17	maleCases	97	121	169	386	650	804	762	850	1007	1052	946	91	877	721	901	998	1195	1120	888
E12000009	2020-06-17	maleCases	18	33	69	160	235	307	270	293	368	404	434	23	336	324	331	435	467	431	382
E92000001	2020-06-17	maleCases	554	697	1202	3082	5271	5819	5498	5792	6968	7868	7895	621	6926	5765	6591	7473	8659	7674	5585
E12000001	2020-06-18	maleCases	14	20	57	187	300	296	251	291	355	438	469	23	409	286	368	401	523	498	310
E12000002	2020-06-18	maleCases	66	127	206	538	920	952	886	904	1112	1296	1365	107	1153	993	1157	1312	1553	1313	823
E12000003	2020-06-18	maleCases	46	106	194	491	765	699	653	633	755	951	875	85	690	563	613	742	876	712	582
E12000004	2020-06-18	maleCases	49	84	136	351	420	512	537	481	590	640	632	91	557	439	533	618	712	683	470
E12000005	2020-06-18	maleCases	62	62	116	317	525	489	516	567	667	744	776	65	670	651	787	914	1050	938	664
E12000006	2020-06-18	maleCases	61	72	114	232	466	532	493	573	692	753	716	68	674	588	680	782	916	885	716
E12000007	2020-06-18	maleCases	116	75	130	321	772	952	939	1012	1237	1382	1508	65	1423	1131	1165	1219	1307	1056	702
E12000008	2020-06-18	maleCases	97	122	170	386	652	810	764	851	1008	1055	946	93	879	724	901	1001	1198	1122	890
E12000009	2020-06-18	maleCases	18	33	69	160	236	309	271	294	369	406	434	24	336	324	331	435	467	432	382
E92000001	2020-06-18	maleCases	557	712	1223	3111	5304	5859	5538	5823	6992	7901	7923	629	6940	5786	6606	7485	8676	7695	5592
E12000001	2020-06-19	maleCases	14	20	57	188	300	297	251	291	357	438	470	23	409	287	368	401	523	498	310
E12000002	2020-06-19	maleCases	67	127	209	545	928	955	894	907	1118	1302	1368	108	1157	994	1159	1314	1556	1315	824
E12000003	2020-06-19	maleCases	49	112	198	494	768	713	661	639	762	957	880	88	694	571	614	745	877	714	582
E12000004	2020-06-19	maleCases	50	85	141	354	430	519	541	487	599	645	636	91	559	444	537	620	714	686	471
E12000005	2020-06-19	maleCases	65	63	116	318	528	492	516	569	668	745	781	65	672	653	789	915	1051	938	665
E12000006	2020-06-19	maleCases	61	72	115	232	466	534	494	575	695	754	719	69	675	589	682	786	917	888	717
E12000007	2020-06-19	maleCases	118	75	130	321	774	953	940	1012	1237	1384	1508	65	1424	1133	1165	1219	1307	1056	703
E12000008	2020-06-19	maleCases	97	123	170	389	656	811	767	851	1010	1056	950	93	883	725	903	1007	1200	1122	890
E12000009	2020-06-19	maleCases	19	33	69	162	236	309	273	295	369	406	435	25	336	324	331	435	467	432	383
E92000001	2020-06-19	maleCases	568	721	1236	3131	5335	5891	5565	5843	7022	7923	7951	636	6958	5807	6619	7503	8686	7705	5598
E12000001	2020-06-20	maleCases	14	20	58	189	302	297	251	291	357	439	470	23	409	287	368	401	523	498	311
E12000002	2020-06-20	maleCases	68	130	213	553	933	961	897	911	1122	1310	1372	108	1163	996	1161	1315	1559	1315	825
E12000003	2020-06-20	maleCases	51	116	200	500	775	724	671	641	767	962	883	90	698	575	615	746	879	715	585
E12000004	2020-06-20	maleCases	51	86	145	359	438	526	549	494	601	652	643	92	561	447	539	621	718	686	472
E12000005	2020-06-20	maleCases	65	65	117	320	529	496	516	569	671	746	783	65	672	653	789	915	1052	938	665
E12000006	2020-06-20	maleCases	62	72	116	233	466	537	494	575	699	755	720	70	677	589	682	786	917	889	717
E12000007	2020-06-20	maleCases	120	75	130	321	774	955	941	1015	1238	1384	1509	65	1426	1133	1166	1219	1308	1058	703
E12000008	2020-06-20	maleCases	97	125	170	389	659	815	769	854	1015	1059	951	93	886	725	904	1008	1204	1124	891
E12000009	2020-06-20	maleCases	19	33	69	163	236	309	273	295	370	406	435	25	336	324	331	435	467	432	383
E92000001	2020-06-20	maleCases	575	733	1249	3155	5361	5928	5589	5863	7047	7949	7970	640	6977	5816	6626	7507	8701	7711	5605
E12000001	2020-06-21	maleCases	14	20	58	189	302	297	251	291	357	439	470	23	409	287	368	401	523	498	311
E12000002	2020-06-21	maleCases	69	132	214	565	940	964	904	915	1126	1313	1376	108	1165	997	1164	1315	1559	1317	825
E12000003	2020-06-21	maleCases	53	118	202	505	782	731	677	644	771	967	885	90	700	576	615	748	880	715	585
E12000004	2020-06-21	maleCases	51	91	150	362	444	533	557	499	605	657	648	92	565	450	541	621	719	687	477
E12000005	2020-06-21	maleCases	65	65	118	320	529	498	517	573	672	746	783	65	672	656	792	916	1055	939	665
E12000006	2020-06-21	maleCases	62	72	117	234	468	541	495	576	702	761	722	70	677	591	683	786	919	890	717
E12000007	2020-06-21	maleCases	121	75	130	323	776	956	941	1016	1240	1384	1510	65	1426	1133	1168	1219	1308	1058	703
E12000008	2020-06-21	maleCases	98	126	170	391	660	820	769	855	1018	1059	952	93	888	727	907	1012	1207	1127	891
E12000009	2020-06-21	maleCases	19	33	69	163	236	310	273	296	371	406	435	25	337	324	331	435	467	432	383
E92000001	2020-06-21	maleCases	580	743	1259	3180	5386	5958	5612	5883	7069	7968	7985	640	6988	5828	6640	7514	8711	7719	5610
E12000001	2020-06-22	maleCases	15	20	58	190	303	297	253	291	358	439	472	23	409	287	368	401	523	499	311
E12000002	2020-06-22	maleCases	71	132	215	569	945	974	910	921	1131	1317	1383	110	1170	1002	1170	1318	1562	1321	825
E12000003	2020-06-22	maleCases	54	119	204	511	786	737	684	649	775	970	891	92	703	579	616	749	885	717	586
E12000004	2020-06-22	maleCases	53	93	155	365	457	540	569	509	607	667	658	97	571	451	543	621	724	687	480
E12000005	2020-06-22	maleCases	65	65	118	322	531	500	522	574	675	748	783	66	673	657	795	916	1058	939	666
E12000006	2020-06-22	maleCases	63	74	117	236	473	544	499	576	705	763	722	70	678	591	685	786	920	892	719
E12000007	2020-06-22	maleCases	122	76	130	324	778	957	943	1017	1242	1385	1513	68	1428	1134	1169	1220	1311	1058	703
E12000008	2020-06-22	maleCases	100	128	171	392	661	824	770	857	1021	1062	956	94	888	728	909	1015	1210	1128	893
E12000009	2020-06-22	maleCases	20	33	69	163	237	310	274	297	371	406	437	25	338	324	331	436	468	432	383
E92000001	2020-06-22	maleCases	591	751	1268	3201	5420	5991	5652	5909	7093	7995	8019	654	7007	5840	6657	7523	8735	7729	5619
E12000001	2020-06-23	maleCases	15	20	58	190	303	299	255	291	358	440	472	23	411	288	368	401	524	499	312
E12000002	2020-06-23	maleCases	71	136	217	576	953	977	914	926	1135	1321	1389	110	1173	1005	1172	1323	1563	1321	825
E12000003	2020-06-23	maleCases	54	123	209	513	796	741	688	659	778	976	896	93	706	580	618	751	886	719	587
E12000004	2020-06-23	maleCases	56	97	160	369	468	549	581	513	611	672	662	97	571	453	543	622	731	691	481
E12000005	2020-06-23	maleCases	65	67	119	322	536	501	527	575	677	749	787	66	675	657	796	916	1059	940	666
E12000006	2020-06-23	maleCases	64	74	117	237	474	547	500	576	706	764	722	70	680	593	685	786	920	892	720
E12000007	2020-06-23	maleCases	124	76	130	325	779	958	945	1019	1243	1386	1514	68	1430	1140	1172	1222	1311	1059	703
E12000008	2020-06-23	maleCases	100	129	171	393	663	826	771	859	1023	1064	956	94	888	728	912	1017	1213	1132	896
E12000009	2020-06-23	maleCases	20	34	69	164	237	311	274	297	371	406	437	26	338	324	331	437	469	432	383
E92000001	2020-06-23	maleCases	597	767	1281	3218	5458	6018	5683	5933	7110	8017	8040	656	7021	5855	6668	7536	8750	7741	5626
E12000001	2020-06-24	maleCases	15	20	58	190	303	300	255	291	358	441	473	23	411	288	369	401	524	499	312
E12000002	2020-06-24	maleCases	72	139	223	583	956	980	921	930	1136	1327	1400	111	1175	1007	1174	1324	1565	1321	826
E12000003	2020-06-24	maleCases	55	126	214	518	805	748	692	665	782	982	900	94	709	582	619	752	890	719	590
E12000004	2020-06-24	maleCases	56	104	165	377	478	558	584	522	617	676	666	97	576	453	545	624	735	691	482
E12000005	2020-06-24	maleCases	65	69	120	325	536	504	528	577	678	750	789	67	675	659	798	917	1061	941	666
E12000006	2020-06-24	maleCases	65	75	119	239	475	550	502	577	707	764	725	71	683	593	685	790	922	892	720
E12000007	2020-06-24	maleCases	124	76	130	326	780	960	947	1021	1245	1388	1516	69	1430	1140	1173	1222	1313	1060	703
E12000008	2020-06-24	maleCases	100	129	171	394	664	830	772	860	1024	1068	958	94	890	730	915	1020	1216	1133	897
E12000009	2020-06-24	maleCases	20	34	69	165	237	312	275	297	371	406	438	26	338	324	331	439	469	432	385
E92000001	2020-06-24	maleCases	600	783	1300	3246	5483	6051	5704	5959	7126	8041	8071	661	7037	5863	6680	7550	8769	7744	5634
E12000001	2020-06-25	maleCases	15	20	58	190	304	300	255	291	358	441	475	23	411	288	369	401	524	499	312
E12000002	2020-06-25	maleCases	72	142	227	587	960	986	925	937	1140	1328	1404	114	1177	1011	1175	1326	1568	1322	827
E12000003	2020-06-25	maleCases	58	127	214	527	811	757	700	672	786	987	902	96	715	585	621	752	891	721	592
E12000004	2020-06-25	maleCases	57	108	167	383	487	566	588	526	624	681	668	97	579	460	547	625	736	693	482
E12000005	2020-06-25	maleCases	66	70	120	326	536	506	529	581	680	753	789	68	676	660	800	918	1061	943	666
E12000006	2020-06-25	maleCases	66	75	119	240	477	551	503	578	708	764	726	71	683	596	687	791	922	892	721
E12000007	2020-06-25	maleCases	124	77	130	328	784	962	950	1021	1246	1389	1516	71	1431	1140	1174	1227	1314	1061	704
E12000008	2020-06-25	maleCases	101	129	172	395	664	833	774	862	1024	1074	963	94	892	730	917	1022	1218	1133	899
E12000009	2020-06-25	maleCases	20	34	69	165	237	314	275	298	371	407	439	26	338	324	331	439	469	432	385
E92000001	2020-06-25	maleCases	607	793	1307	3270	5509	6085	5727	5985	7145	8063	8088	669	7052	5881	6692	7562	8777	7752	5641
E12000001	2020-06-26	maleCases	15	21	58	190	304	300	256	291	358	442	478	23	412	288	369	401	524	499	312
E12000002	2020-06-26	maleCases	72	144	229	593	962	988	931	937	1144	1329	1406	116	1179	1011	1176	1327	1569	1325	829
E12000003	2020-06-26	maleCases	59	130	217	536	823	765	709	675	795	990	902	100	716	586	623	755	895	721	592
E12000004	2020-06-26	maleCases	60	108	168	387	488	576	597	534	631	683	674	100	581	462	547	626	739	694	482
E12000005	2020-06-26	maleCases	66	70	122	326	540	507	532	584	683	754	792	69	680	660	801	918	1063	944	666
E12000006	2020-06-26	maleCases	66	75	122	240	477	555	503	580	709	765	729	71	684	599	688	792	924	895	721
E12000007	2020-06-26	maleCases	125	78	133	328	785	965	953	1023	1248	1391	1517	71	1433	1140	1177	1227	1315	1062	705
E12000008	2020-06-26	maleCases	101	129	173	397	666	836	777	866	1025	1075	964	94	892	733	919	1025	1220	1137	900
