code	date	gender	0_to_4	10_to_14	15_to_19	20_to_24	25_to_29	30_to_34	35_to_39	40_to_44	45_to_49	50_to_54	55_to_59	5_to_9	60_to_64	65_to_69	70_to_74	75_to_79	80_to_84	85_to_89	90+
E12000009	2020-09-04	maleCases	51	50	196	359	387	442	377	371	454	502	512	48	383	356	355	460	487	449	406
E92000001	2020-09-04	maleCases	1397	1632	3586	6795	8797	9104	8382	8185	9094	9815	9626	1436	8223	6727	7319	8036	9278	8130	5915
E12000001	2020-09-05	maleCases	37	35	198	426	416	382	321	345	423	506	533	43	465	329	411	421	541	509	320
E12000002	2020-09-05	maleCases	291	378	789	1512	1728	1716	1557	1482	1618	1742	1777	321	1453	1231	1339	1439	1683	1401	882
E12000003	2020-09-05	maleCases	172	309	565	1080	1332	1260	1144	1074	1120	1281	1109	245	893	730	698	816	972	756	619
E12000004	2020-09-05	maleCases	149	194	371	762	800	902	906	805	880	920	885	181	744	552	616	674	789	742	510
E12000005	2020-09-05	maleCases	154	177	344	765	961	878	877	875	945	978	970	167	834	743	855	971	1111	985	691
E12000006	2020-09-05	maleCases	117	127	303	447	675	730	689	726	832	880	851	126	768	660	742	842	975	935	756
E12000007	2020-09-05	maleCases	249	173	396	753	1367	1510	1365	1320	1483	1577	1708	181	1561	1232	1257	1271	1354	1095	727
E12000008	2020-09-05	maleCases	165	199	479	677	937	1031	964	1011	1162	1219	1106	141	997	818	988	1092	1299	1206	954
E12000009	2020-09-05	maleCases	51	50	204	368	391	443	379	373	457	503	515	48	383	356	355	461	487	449	406
E92000001	2020-09-05	maleCases	1421	1661	3701	6956	8919	9217	8479	8266	9170	9871	9681	1470	8260	6748	7338	8051	9289	8135	5919
E12000001	2020-09-06	maleCases	38	38	207	440	422	389	328	350	429	510	541	46	468	330	413	422	541	509	320
E12000002	2020-09-06	maleCases	297	389	806	1566	1751	1742	1585	1499	1633	1766	1797	336	1462	1237	1343	1445	1688	1403	884
E12000003	2020-09-06	maleCases	177	318	584	1109	1348	1275	1159	1082	1128	1293	1112	252	897	736	700	816	974	756	620
E12000004	2020-09-06	maleCases	150	197	376	775	806	907	912	810	880	925	887	185	747	554	618	678	790	742	510
E12000005	2020-09-06	maleCases	159	183	353	783	976	891	894	893	957	990	978	169	844	746	856	973	1113	985	691
E12000006	2020-09-06	maleCases	118	129	307	451	680	733	693	728	836	882	852	128	769	661	743	842	975	935	756
E12000007	2020-09-06	maleCases	251	178	404	763	1383	1529	1375	1330	1491	1579	1711	184	1562	1234	1261	1271	1355	1096	727
E12000008	2020-09-06	maleCases	166	204	490	689	940	1035	971	1016	1165	1227	1112	145	1001	819	990	1094	1302	1206	955
E12000009	2020-09-06	maleCases	51	50	206	372	398	446	380	373	457	504	517	48	383	356	357	461	487	450	407
E92000001	2020-09-06	maleCases	1443	1705	3786	7114	9017	9314	8575	8339	9226	9941	9734	1510	8296	6771	7358	8067	9303	8139	5924
E12000001	2020-09-07	maleCases	42	42	222	456	431	402	331	353	435	514	545	47	470	333	415	424	543	509	320
E12000002	2020-09-07	maleCases	311	410	842	1620	1800	1779	1618	1525	1667	1799	1830	351	1489	1249	1352	1454	1696	1407	887
E12000003	2020-09-07	maleCases	181	329	614	1147	1375	1296	1173	1096	1143	1311	1129	256	905	739	708	819	976	756	620
E12000004	2020-09-07	maleCases	154	199	383	789	815	925	926	816	888	934	892	191	751	559	621	681	792	745	511
E12000005	2020-09-07	maleCases	166	189	370	806	995	910	918	909	962	998	991	188	847	751	863	973	1117	988	691
E12000006	2020-09-07	maleCases	121	129	310	461	690	745	696	733	838	884	855	134	769	663	745	842	976	937	759
E12000007	2020-09-07	maleCases	255	188	416	789	1420	1569	1402	1344	1505	1589	1721	189	1573	1242	1263	1273	1357	1097	727
E12000008	2020-09-07	maleCases	166	204	496	708	953	1049	976	1019	1177	1230	1119	150	1001	819	993	1095	1302	1206	955
E12000009	2020-09-07	maleCases	52	51	210	379	403	451	389	375	460	505	518	48	386	357	357	461	487	450	407
E92000001	2020-09-07	maleCases	1485	1760	3916	7323	9196	9495	8707	8432	9327	10030	9827	1572	8355	6810	7394	8087	9324	8152	5931
E12000001	2020-09-08	maleCases	43	45	235	475	452	407	338	360	441	521	549	52	475	334	417	426	544	510	320
E12000002	2020-09-08	maleCases	320	438	873	1675	1844	1814	1656	1555	1695	1823	1853	371	1506	1261	1359	1462	1701	1409	890
E12000003	2020-09-08	maleCases	186	335	625	1175	1392	1311	1181	1101	1154	1331	1143	260	914	744	710	820	980	759	622
E12000004	2020-09-08	maleCases	156	206	392	818	832	934	932	825	891	945	900	197	754	562	621	682	795	749	512
E12000005	2020-09-08	maleCases	172	199	384	822	1014	930	926	924	976	1008	1000	203	853	752	865	973	1117	991	691
E12000006	2020-09-08	maleCases	121	129	314	469	695	747	703	737	842	892	858	135	773	667	745	844	977	937	760
E12000007	2020-09-08	maleCases	256	194	425	804	1443	1594	1411	1358	1516	1601	1732	192	1578	1244	1263	1275	1359	1097	727
E12000008	2020-09-08	maleCases	169	209	506	727	960	1056	981	1022	1182	1236	1123	152	1006	820	994	1095	1305	1208	959
E12000009	2020-09-08	maleCases	52	52	210	385	409	456	391	378	462	508	518	48	386	359	358	461	488	452	408
E92000001	2020-09-08	maleCases	1512	1827	4019	7521	9356	9620	8797	8523	9411	10134	9904	1628	8409	6841	7409	8103	9344	8169	5943
E12000001	2020-09-09	maleCases	45	49	241	493	464	420	345	367	446	530	555	53	480	336	420	429	548	510	320
E12000002	2020-09-09	maleCases	329	450	907	1733	1895	1846	1683	1580	1720	1859	1869	380	1527	1278	1367	1464	1703	1411	891
E12000003	2020-09-09	maleCases	188	340	649	1200	1414	1327	1192	1115	1162	1343	1160	267	923	748	716	821	981	761	623
E12000004	2020-09-09	maleCases	157	206	405	842	842	945	940	831	900	955	911	202	762	566	623	682	797	749	513
E12000005	2020-09-09	maleCases	181	210	400	836	1028	943	944	934	987	1020	1008	219	858	756	866	978	1117	992	693
E12000006	2020-09-09	maleCases	125	131	321	476	702	758	706	742	848	898	858	136	774	667	745	845	979	937	761
E12000007	2020-09-09	maleCases	257	200	434	829	1476	1612	1421	1372	1522	1605	1742	200	1585	1250	1264	1279	1360	1098	728
E12000008	2020-09-09	maleCases	173	210	514	740	973	1064	987	1031	1188	1237	1128	154	1008	821	995	1095	1306	1208	959
E12000009	2020-09-09	maleCases	54	53	213	390	416	462	396	380	462	510	519	49	388	359	358	461	488	453	411
E92000001	2020-09-09	maleCases	1546	1869	4140	7713	9531	9749	8892	8615	9487	10227	9979	1679	8470	6879	7431	8119	9357	8176	5953
E12000001	2020-09-10	maleCases	50	50	249	517	478	428	350	376	453	536	562	59	480	341	421	429	552	511	321
E12000002	2020-09-10	maleCases	338	474	944	1781	1944	1886	1718	1613	1754	1893	1895	400	1547	1291	1378	1469	1705	1412	894
E12000003	2020-09-10	maleCases	193	351	670	1238	1434	1347	1213	1131	1183	1361	1170	279	929	756	720	825	983	762	625
E12000004	2020-09-10	maleCases	159	212	411	852	852	957	947	838	908	968	915	203	767	567	629	684	799	750	513
E12000005	2020-09-10	maleCases	190	224	421	854	1049	963	965	952	997	1032	1011	226	860	762	866	981	1119	992	693
E12000006	2020-09-10	maleCases	126	135	324	484	714	766	714	745	853	903	860	141	776	668	746	846	980	937	761
E12000007	2020-09-10	maleCases	262	207	440	848	1503	1643	1444	1387	1534	1616	1746	206	1592	1255	1266	1281	1361	1102	728
E12000008	2020-09-10	maleCases	175	214	546	751	981	1072	989	1040	1195	1242	1130	160	1009	824	998	1097	1306	1213	961
E12000009	2020-09-10	maleCases	55	53	215	395	420	464	398	381	466	511	523	50	388	360	360	461	489	453	411
E92000001	2020-09-10	maleCases	1586	1942	4277	7895	9697	9901	9016	8727	9599	10333	10044	1743	8513	6922	7461	8138	9372	8189	5961
E12000001	2020-09-11	maleCases	52	52	255	544	487	434	356	382	458	537	564	62	485	342	426	430	553	512	321
E12000002	2020-09-11	maleCases	351	502	971	1833	1983	1927	1744	1639	1786	1924	1918	423	1560	1306	1392	1477	1710	1415	894
E12000003	2020-09-11	maleCases	198	358	681	1266	1448	1370	1224	1144	1195	1371	1184	284	933	761	722	827	985	764	626
E12000004	2020-09-11	maleCases	160	219	418	868	859	963	953	846	915	975	927	206	773	569	630	689	800	750	514
E12000005	2020-09-11	maleCases	195	236	437	875	1070	976	978	966	1009	1045	1021	236	865	763	871	982	1121	992	693
E12000006	2020-09-11	maleCases	126	138	329	487	721	774	722	749	857	905	862	142	781	670	746	847	980	938	762
E12000007	2020-09-11	maleCases	266	213	450	869	1527	1675	1460	1399	1536	1625	1755	212	1596	1257	1266	1285	1362	1102	730
E12000008	2020-09-11	maleCases	175	215	556	761	984	1077	1002	1042	1203	1245	1131	161	1014	827	999	1097	1306	1215	964
E12000009	2020-09-11	maleCases	57	54	218	405	423	467	400	383	468	512	524	51	389	363	360	461	490	454	412
E92000001	2020-09-11	maleCases	1618	2017	4375	8089	9828	10049	9120	8820	9688	10417	10119	1797	8561	6959	7490	8160	9385	8199	5970
E12000001	2020-09-12	maleCases	53	54	265	559	492	440	362	389	461	542	571	65	490	344	427	432	553	512	321
E12000002	2020-09-12	maleCases	359	519	999	1876	2009	1957	1770	1667	1813	1947	1951	438	1576	1318	1398	1485	1715	1416	895
E12000003	2020-09-12	maleCases	204	364	696	1282	1463	1385	1238	1155	1207	1379	1198	290	937	765	722	827	986	764	626
E12000004	2020-09-12	maleCases	161	223	420	879	869	970	955	849	922	980	930	208	775	569	631	689	802	750	514
E12000005	2020-09-12	maleCases	198	239	450	890	1080	997	989	975	1021	1050	1030	241	873	765	871	985	1121	994	695
E12000006	2020-09-12	maleCases	128	141	332	490	726	776	724	751	859	908	863	145	783	670	747	847	980	938	763
E12000007	2020-09-12	maleCases	268	217	455	885	1541	1691	1470	1408	1539	1635	1756	216	1599	1261	1271	1285	1365	1102	730
E12000008	2020-09-12	maleCases	175	218	565	767	987	1082	1006	1049	1209	1248	1134	165	1019	829	1001	1099	1306	1217	966
E12000009	2020-09-12	maleCases	58	56	225	411	426	470	402	383	470	512	525	51	390	364	360	461	491	455	412
E92000001	2020-09-12	maleCases	1643	2061	4469	8222	9925	10157	9198	8898	9765	10479	10191	1839	8608	6987	7506	8175	9397	8205	5976
E12000001	2020-09-13	maleCases	57	58	271	563	499	445	368	391	472	546	574	67	493	346	431	433	556	513	321
E12000002	2020-09-13	maleCases	368	531	1020	1915	2038	1980	1789	1686	1828	1966	1963	453	1589	1326	1408	1495	1723	1419	895
E12000003	2020-09-13	maleCases	210	367	709	1297	1472	1399	1253	1169	1213	1381	1206	297	942	766	724	829	988	765	629
E12000004	2020-09-13	maleCases	162	227	424	882	875	975	960	853	926	984	933	216	777	571	633	689	803	751	516
E12000005	2020-09-13	maleCases	202	249	455	898	1088	1010	995	987	1027	1055	1034	254	873	769	874	990	1121	995	696
E12000006	2020-09-13	maleCases	129	141	336	492	727	780	725	753	863	910	865	145	785	672	747	847	980	938	763
E12000007	2020-09-13	maleCases	269	221	458	891	1547	1697	1474	1414	1546	1638	1757	217	1600	1264	1273	1287	1366	1102	730
E12000008	2020-09-13	maleCases	176	218	572	770	988	1084	1006	1052	1209	1250	1135	167	1020	830	1002	1099	1306	1219	967
E12000009	2020-09-13	maleCases	58	58	240	418	429	470	402	384	474	513	528	52	390	364	360	461	491	455	412
E92000001	2020-09-13	maleCases	1670	2100	4548	8313	9998	10231	9255	8962	9825	10521	10228	1889	8635	7011	7530	8195	9412	8214	5983
E12000001	2020-09-14	maleCases	57	62	277	574	511	457	376	398	481	556	584	69	495	351	434	434	557	514	322
E12000002	2020-09-14	maleCases	375	562	1064	1954	2082	2029	1830	1717	1858	2005	1991	470	1611	1338	1415	1505	1728	1426	899
E12000003	2020-09-14	maleCases	213	372	720	1320	1492	1422	1263	1180	1228	1394	1217	299	945	771	724	833	989	766	630
E12000004	2020-09-14	maleCases	164	230	431	899	887	982	970	858	929	992	937	219	783	573	636	692	805	751	516
E12000005	2020-09-14	maleCases	203	254	468	915	1106	1026	999	995	1040	1065	1045	256	879	773	876	992	1126	996	697
E12000006	2020-09-14	maleCases	131	144	342	500	733	786	731	758	868	912	867	146	786	674	747	848	982	941	764
E12000007	2020-09-14	maleCases	274	228	466	906	1567	1717	1489	1432	1557	1642	1758	223	1603	1268	1277	1288	1367	1104	730
E12000008	2020-09-14	maleCases	179	221	577	781	995	1093	1012	1060	1214	1254	1140	170	1021	831	1002	1100	1306	1219	967
E12000009	2020-09-14	maleCases	59	61	242	421	431	474	405	387	480	517	532	53	390	365	360	461	491	456	412
E92000001	2020-09-14	maleCases	1694	2166	4653	8460	10147	10380	9360	9060	9923	10617	10304	1926	8679	7047	7549	8218	9429	8230	5991
E12000001	2020-09-15	maleCases	57	64	281	589	520	468	383	400	491	565	588	71	505	356	437	436	561	520	324
E12000002	2020-09-15	maleCases	384	597	1094	2006	2140	2075	1866	1760	1893	2037	2028	494	1630	1349	1427	1516	1732	1427	902
E12000003	2020-09-15	maleCases	216	382	735	1343	1506	1432	1277	1196	1242	1403	1232	311	952	773	727	841	994	771	633
E12000004	2020-09-15	maleCases	169	233	437	908	894	990	973	865	937	1000	944	223	784	576	637	694	805	751	516
E12000005	2020-09-15	maleCases	206	268	484	930	1122	1040	1013	1003	1050	1075	1056	257	885	774	878	994	1127	997	699
E12000006	2020-09-15	maleCases	132	148	347	506	740	789	734	763	878	913	869	148	788	675	747	848	982	948	764
E12000007	2020-09-15	maleCases	278	236	474	913	1580	1730	1502	1438	1570	1645	1762	224	1608	1270	1285	1291	1368	1106	731
E12000008	2020-09-15	maleCases	181	226	584	794	999	1100	1016	1066	1216	1254	1144	173	1023	831	1004	1102	1306	1220	969
E12000009	2020-09-15	maleCases	60	66	243	425	435	476	409	387	486	518	534	53	392	365	360	462	491	458	412
E92000001	2020-09-15	maleCases	1722	2252	4749	8611	10279	10498	9463	9155	10032	10692	10392	1975	8735	7072	7580	8249	9444	8255	6004
E12000001	2020-09-16	maleCases	60	66	291	612	533	483	400	411	505	577	600	75	510	360	442	437	561	520	324
E12000002	2020-09-16	maleCases	396	631	1152	2090	2210	2133	1927	1807	1940	2091	2068	512	1655	1370	1442	1526	1737	1431	905
E12000003	2020-09-16	maleCases	222	390	754	1376	1527	1451	1299	1217	1262	1418	1250	317	958	783	731	844	997	772	633
E12000004	2020-09-16	maleCases	172	236	446	922	911	1000	979	871	945	1013	949	225	789	577	638	698	806	753	519
E12000005	2020-09-16	maleCases	210	290	497	957	1132	1063	1034	1025	1064	1090	1064	263	893	780	883	995	1129	998	702
E12000006	2020-09-16	maleCases	135	154	351	514	746	792	743	767	883	914	870	150	789	676	749	851	984	948	764
E12000007	2020-09-16	maleCases	280	244	481	925	1602	1746	1511	1450	1586	1654	1772	227	1612	1276	1287	1293	1368	1106	731
E12000008	2020-09-16	maleCases	185	228	594	804	1005	1103	1017	1069	1221	1260	1149	174	1026	832	1005	1104	1306	1220	971
E12000009	2020-09-16	maleCases	60	67	245	430	439	479	411	387	487	518	539	54	393	365	360	462	491	458	412
E92000001	2020-09-16	maleCases	1761	2339	4883	8831	10450	10654	9613	9283	10165	10820	10497	2019	8795	7124	7615	8275	9457	8263	6015
E12000001	2020-09-17	maleCases	66	72	301	641	553	493	420	417	518	596	610	80	518	360	445	444	567	525	325
E12000002	2020-09-17	maleCases	406	668	1211	2167	2282	2199	1990	1850	1977	2135	2125	526	1685	1383	1466	1532	1739	1438	907
E12000003	2020-09-17	maleCases	227	405	779	1420	1549	1470	1332	1237	1272	1436	1261	327	962	789	737	845	1000	773	634
E12000004	2020-09-17	maleCases	175	243	455	934	918	1011	995	886	953	1019	955	228	794	580	641	700	806	755	519
E12000005	2020-09-17	maleCases	218	300	522	982	1160	1082	1050	1039	1085	1105	1074	269	904	787	889	999	1129	999	703
E12000006	2020-09-17	maleCases	136	155	361	520	750	798	748	770	888	917	876	156	792	676	751	852	984	949	765
E12000007	2020-09-17	maleCases	286	250	487	937	1620	1764	1529	1465	1596	1660	1779	232	1617	1280	1287	1295	1369	1107	732
E12000008	2020-09-17	maleCases	185	229	597	812	1013	1111	1022	1072	1224	1265	1149	176	1030	834	1005	1107	1307	1220	971
E12000009	2020-09-17	maleCases	61	70	249	436	444	485	416	391	489	523	541	56	393	365	360	462	491	458	413
E92000001	2020-09-17	maleCases	1802	2425	5038	9058	10637	10823	9798	9411	10278	10943	10610	2072	8865	7161	7660	8301	9470	8281	6023
E12000001	2020-09-18	maleCases	72	82	321	677	580	517	437	428	542	615	624	85	529	363	447	446	569	525	327
E12000002	2020-09-18	maleCases	421	697	1260	2247	2368	2261	2046	1902	2029	2190	2165	545	1714	1400	1483	1540	1748	1442	909
E12000003	2020-09-18	maleCases	233	423	798	1468	1582	1493	1357	1251	1286	1456	1270	332	974	792	739	848	1001	775	634
E12000004	2020-09-18	maleCases	177	245	465	955	930	1027	1004	893	961	1024	963	230	802	583	643	702	808	756	519
E12000005	2020-09-18	maleCases	233	319	548	1005	1183	1113	1079	1061	1107	1126	1090	281	920	791	893	1000	1130	1001	704
E12000006	2020-09-18	maleCases	138	159	367	534	759	804	755	776	893	925	879	159	795	680	754	854	985	950	765
E12000007	2020-09-18	maleCases	291	258	498	961	1646	1780	1546	1482	1605	1668	1785	237	1623	1284	1287	1297	1370	1107	735
E12000008	2020-09-18	maleCases	186	239	604	828	1016	1114	1027	1078	1228	1269	1151	181	1032	835	1006	1109	1308	1223	971
E12000009	2020-09-18	maleCases	63	72	259	447	448	488	421	398	494	527	543	58	394	367	360	462	491	458	413
E92000001	2020-09-18	maleCases	1856	2528	5198	9339	10864	11012	9970	9556	10423	11090	10712	2131	8955	7205	7691	8323	9488	8294	6031
E12000001	2020-09-19	maleCases	77	87	350	698	600	528	448	443	559	632	644	88	538	370	454	449	571	527	329
E12000002	2020-09-19	maleCases	443	738	1334	2337	2439	2321	2103	1955	2086	2246	2203	561	1740	1417	1496	1548	1755	1445	911
E12000003	2020-09-19	maleCases	239	441	821	1507	1604	1520	1385	1269	1306	1474	1284	336	981	797	743	849	1001	778	634
E12000004	2020-09-19	maleCases	185	251	473	966	940	1039	1011	898	969	1034	976	233	807	587	649	703	808	757	519
E12000005	2020-09-19	maleCases	243	337	572	1037	1216	1146	1106	1087	1130	1142	1109	289	931	805	898	1002	1131	1004	704
E12000006	2020-09-19	maleCases	140	162	372	542	764	820	759	780	897	926	880	159	796	681	754	855	985	950	765
E12000007	2020-09-19	maleCases	297	268	508	978	1672	1797	1555	1491	1617	1679	1794	246	1629	1286	1290	1300	1371	1108	736
E12000008	2020-09-19	maleCases	191	245	619	843	1023	1119	1035	1080	1230	1274	1152	183	1034	836	1008	1109	1308	1224	973
E12000009	2020-09-19	maleCases	63	73	264	452	457	497	425	403	499	531	550	58	396	367	360	463	491	459	413
E92000001	2020-09-19	maleCases	1921	2638	5394	9583	11073	11208	10126	9695	10571	11229	10838	2178	9025	7257	7732	8343	9499	8309	6038
E12000001	2020-09-20	maleCases	84	97	379	728	634	548	471	457	578	654	670	97	554	375	462	458	576	528	329
E12000002	2020-09-20	maleCases	466	780	1408	2425	2508	2392	2171	2002	2140	2301	2260	583	1773	1434	1513	1557	1763	1448	912
E12000003	2020-09-20	maleCases	249	458	849	1547	1637	1545	1412	1298	1323	1501	1299	343	999	803	744	852	1005	780	634
E12000004	2020-09-20	maleCases	188	262	480	975	953	1049	1019	904	980	1047	989	235	817	590	651	706	808	758	519
E12000005	2020-09-20	maleCases	249	350	593	1068	1248	1169	1137	1106	1157	1163	1126	302	941	812	903	1004	1133	1006	704
E12000006	2020-09-20	maleCases	145	165	382	549	773	827	765	782	902	933	884	162	799	686	754	856	987	950	765
E12000007	2020-09-20	maleCases	302	277	518	1000	1695	1823	1570	1506	1631	1691	1806	252	1638	1291	1297	1302	1373	1109	737
E12000008	2020-09-20	maleCases	194	247	627	849	1033	1124	1039	1085	1230	1280	1159	188	1038	836	1009	1111	1308	1227	975
E12000009	2020-09-20	maleCases	65	75	265	465	466	506	433	408	502	536	551	59	396	368	361	466	492	459	414
E92000001	2020-09-20	maleCases	1985	2750	5583	9834	11308	11406	10316	9837	10722	11399	10991	2246	9130	7306	7774	8377	9523	8322	6043
E12000001	2020-09-21	maleCases	90	108	412	755	671	578	498	469	596	678	697	104	576	381	473	463	580	529	329
E12000002	2020-09-21	maleCases	480	823	1459	2511	2568	2457	2228	2065	2177	2350	2315	601	1793	1454	1531	1572	1773	1457	916
E12000003	2020-09-21	maleCases	260	471	880	1585	1668	1570	1438	1313	1339	1521	1320	350	1009	808	748	858	1010	781	635
E12000004	2020-09-21	maleCases	189	264	495	995	960	1068	1026	914	993	1058	1003	237	823	591	653	706	808	759	519
E12000005	2020-09-21	maleCases	253	372	619	1094	1279	1199	1173	1135	1181	1182	1147	316	952	821	907	1007	1137	1009	704
E12000006	2020-09-21	maleCases	148	167	387	562	782	833	774	788	908	939	890	163	801	687	755	856	988	950	765
E12000007	2020-09-21	maleCases	306	291	532	1017	1727	1853	1588	1520	1644	1702	1812	262	1643	1298	1299	1304	1373	1109	740
E12000008	2020-09-21	maleCases	194	254	632	868	1043	1136	1047	1091	1239	1288	1164	190	1046	839	1011	1112	1310	1228	976
E12000009	2020-09-21	maleCases	65	79	270	477	473	514	436	414	507	546	553	59	399	370	363	467	492	459	414
E92000001	2020-09-21	maleCases	2029	2869	5771	10098	11537	11633	10510	9998	10867	11560	11152	2307	9217	7361	7820	8411	9549	8338	6052
E12000001	2020-09-22	maleCases	94	114	438	790	696	596	520	478	615	697	714	108	592	394	483	467	584	535	333
E12000002	2020-09-22	maleCases	494	869	1552	2607	2667	2531	2298	2134	2238	2412	2368	619	1832	1489	1549	1595	1782	1467	921
E12000003	2020-09-22	maleCases	267	491	905	1637	1706	1591	1457	1338	1357	1547	1337	360	1019	818	755	862	1011	783	636
E12000004	2020-09-22	maleCases	190	267	505	1008	967	1083	1043	923	1001	1069	1009	240	828	594	654	710	811	759	520
E12000005	2020-09-22	maleCases	261	395	651	1116	1305	1227	1196	1152	1197	1207	1172	326	963	833	914	1010	1142	1010	705
E12000006	2020-09-22	maleCases	150	172	396	572	798	842	785	798	914	949	896	164	804	690	759	858	989	950	766
E12000007	2020-09-22	maleCases	310	301	550	1042	1758	1882	1619	1537	1663	1718	1820	263	1652	1302	1304	1308	1374	1112	740
E12000008	2020-09-22	maleCases	199	257	644	879	1053	1143	1058	1102	1247	1295	1170	191	1050	841	1014	1112	1313	1231	979
E12000009	2020-09-22	maleCases	66	79	276	493	481	522	438	418	511	553	556	60	401	372	363	467	492	459	414
E92000001	2020-09-22	maleCases	2077	2986	6007	10383	11803	11846	10719	10175	11028	11745	11297	2356	9317	7446	7875	8456	9576	8363	6068
E12000001	2020-09-23	maleCases	99	121	464	825	727	616	537	489	636	718	741	118	603	398	493	470	589	540	336
E12000002	2020-09-23	maleCases	512	904	1672	2745	2783	2612	2384	2205	2296	2472	2430	640	1885	1527	1567	1608	1792	1473	924
E12000003	2020-09-23	maleCases	278	499	942	1690	1738	1614	1473	1354	1377	1575	1356	364	1031	830	761	868	1016	786	636
E12000004	2020-09-23	maleCases	192	269	524	1027	983	1093	1051	928	1015	1077	1016	243	833	600	655	713	813	760	521
E12000005	2020-09-23	maleCases	268	420	694	1140	1340	1262	1223	1173	1233	1216	1197	332	974	846	923	1013	1147	1012	706
E12000006	2020-09-23	maleCases	152	174	408	585	811	847	791	805	919	958	906	166	807	692	760	858	990	950	766
E12000007	2020-09-23	maleCases	321	318	573	1082	1814	1919	1647	1563	1687	1730	1834	274	1661	1307	1304	1313	1375	1117	741
E12000008	2020-09-23	maleCases	203	264	657	897	1059	1156	1068	1108	1254	1297	1175	193	1053	844	1015	1112	1315	1231	980
E12000009	2020-09-23	maleCases	67	83	277	509	488	531	446	428	515	560	560	60	402	372	364	468	493	460	414
E92000001	2020-09-23	maleCases	2138	3094	6305	10749	12121	12084	10928	10349	11220	11904	11471	2415	9426	7529	7922	8491	9608	8386	6078
E12000001	2020-09-24	maleCases	104	130	495	856	752	645	560	508	657	742	767	124	619	410	503	474	599	548	342
E12000002	2020-09-24	maleCases	536	943	1810	2886	2901	2717	2459	2281	2353	2545	2499	658	1940	1556	1591	1628	1800	1481	926
E12000003	2020-09-24	maleCases	285	515	995	1761	1772	1647	1503	1373	1409	1604	1379	371	1052	840	768	870	1020	787	636
E12000004	2020-09-24	maleCases	195	271	541	1049	1008	1106	1063	938	1027	1087	1026	243	840	604	655	714	816	761	521
E12000005	2020-09-24	maleCases	276	433	726	1174	1364	1301	1258	1202	1254	1235	1209	335	993	855	927	1017	1148	1017	707
E12000006	2020-09-24	maleCases	158	176	419	593	822	864	804	811	926	974	914	168	809	694	762	859	992	950	768
E12000007	2020-09-24	maleCases	325	330	594	1117	1849	1956	1691	1585	1704	1746	1849	281	1675	1310	1306	1314	1376	1119	742
E12000008	2020-09-24	maleCases	205	271	669	922	1068	1169	1077	1113	1261	1304	1187	194	1057	850	1016	1113	1315	1234	980
E12000009	2020-09-24	maleCases	67	86	292	535	505	541	451	431	521	567	562	61	405	373	364	469	493	461	414
E92000001	2020-09-24	maleCases	2198	3197	6639	11143	12424	12384	11176	10542	11402	12108	11653	2461	9568	7606	7972	8528	9637	8415	6090
E12000001	2020-09-25	maleCases	108	140	532	902	770	672	576	520	676	764	779	127	637	415	515	476	601	553	342
E12000002	2020-09-25	maleCases	557	984	1969	3040	3021	2802	2536	2343	2419	2617	2563	681	1979	1596	1622	1640	1808	1485	928
E12000003	2020-09-25	maleCases	301	531	1039	1820	1810	1673	1526	1395	1443	1625	1396	376	1072	847	775	874	1024	792	636
E12000004	2020-09-25	maleCases	198	273	555	1077	1026	1120	1090	948	1039	1098	1035	243	852	604	657	715	818	762	523
E12000005	2020-09-25	maleCases	281	453	763	1203	1380	1329	1282	1222	1278	1253	1233	343	1004	872	933	1020	1150	1019	708
E12000006	2020-09-25	maleCases	164	179	427	604	830	871	810	815	938	987	922	168	812	701	764	860	995	951	768
E12000007	2020-09-25	maleCases	332	347	620	1153	1884	1995	1726	1606	1719	1764	1866	289	1681	1321	1308	1319	1379	1122	742
E12000008	2020-09-25	maleCases	206	275	683	945	1080	1184	1085	1121	1271	1318	1199	197	1065	853	1017	1114	1318	1235	983
E12000009	2020-09-25	maleCases	70	86	301	562	517	551	460	438	531	575	571	61	413	376	367	469	493	461	414
E92000001	2020-09-25	maleCases	2265	3310	6989	11568	12708	12641	11406	10708	11608	12307	11827	2511	9693	7700	8038	8557	9664	8437	6098
E12000001	2020-09-26	maleCases	113	146	615	957	801	694	598	534	703	787	805	132	656	423	526	478	606	554	343
E12000002	2020-09-26	maleCases	579	1021	2137	3174	3106	2884	2583	2409	2481	2685	2628	697	2029	1631	1648	1659	1821	1488	929
E12000003	2020-09-26	maleCases	306	543	1115	1879	1833	1703	1551	1407	1463	1646	1409	383	1089	857	782	880	1025	794	639
E12000004	2020-09-26	maleCases	201	278	584	1095	1040	1128	1097	959	1055	1106	1045	247	858	609	660	718	821	762	523
E12000005	2020-09-26	maleCases	288	467	796	1238	1398	1354	1313	1241	1293	1276	1254	348	1014	881	940	1021	1154	1019	709
E12000006	2020-09-26	maleCases	167	183	430	611	840	886	823	817	943	994	933	170	814	702	766	862	995	952	768
E12000007	2020-09-26	maleCases	337	360	640	1191	1910	2022	1763	1626	1734	1777	1875	293	1684	1329	1312	1320	1380	1124	743
E12000008	2020-09-26	maleCases	209	278	698	959	1090	1191	1094	1131	1274	1319	1203	200	1065	854	1019	1114	1320	1236	983
E12000009	2020-09-26	maleCases	70	86	312	583	523	558	464	441	531	580	574	61	415	376	372	471	493	462	414
